household_size,number_of_rooms,daily_supply_hours,light_bulb_count,fan_count,television_count,fridge_count,ac_count,average_ac_usage_hours,bulb_energy_proxy,fan_energy_proxy,tv_energy_proxy,fridge_energy_proxy,ac_energy_proxy,total_selected_appliances,cooling_appliance_count,room_person_ratio,estimated_monthly_kwh
6,7,5.0,8,3,1,1,0,0,40.0,15.0,4.0,12,0,13,3,1.1666666666666667,32.375
5,4,2.0,10,2,2,1,0,0,20.0,4.0,4.0,12,0,15,2,0.8,21.27
5,3,7.0,8,3,1,0,0,0,48.0,21.0,4.0,0,0,12,3,0.6,33.3375
4,4,3.0,16,4,2,1,0,0,48.0,12.0,6.0,12,0,23,4,1.0,39.60000000000001
6,5,5.0,5,3,1,1,1,4,25.0,15.0,4.0,12,4,11,4,0.8333333333333334,55.5
8,3,12.0,6,2,1,1,0,0,36.0,16.0,4.0,12,0,10,2,0.375,68.55
8,6,13.0,8,3,2,1,1,4,48.0,24.0,8.0,12,4,15,4,0.75,153.2325
7,11,3.0,13,5,2,1,1,4,39.0,15.0,6.0,12,4,22,6,1.5714285714285714,92.91
2,2,2.0,4,1,1,0,0,0,8.0,2.0,2.0,0,0,6,1,1.0,4.2
5,6,4.0,8,2,0,0,0,0,32.0,8.0,0.0,0,0,10,2,1.2,5.220000000000001
3,2,4.0,8,1,1,1,0,0,32.0,4.0,4.0,12,0,11,1,0.6666666666666666,15.96
2,1,4.0,4,1,0,0,0,0,16.0,4.0,0.0,0,0,5,1,0.5,2.52
2,1,4.0,5,1,1,1,0,0,20.0,4.0,4.0,12,0,8,1,0.5,19.44
20,12,8.0,25,7,6,1,0,0,150.0,56.0,24.0,12,0,39,7,0.6,153.2325
8,5,4.0,5,0,1,1,0,0,20.0,0.0,4.0,12,0,7,0,0.625,15.3
4,3,6.0,8,2,1,1,0,0,48.0,12.0,4.0,12,0,12,2,0.75,31.65
5,2,4.0,3,0,0,0,0,0,12.0,0.0,0.0,0,0,3,0,0.4,1.92
5,4,10.0,14,5,1,1,0,0,84.0,40.0,4.0,12,0,21,5,0.8,94.875
4,4,8.0,10,3,2,1,1,4,60.0,24.0,8.0,12,4,17,4,1.0,113.9
3,5,6.0,5,4,2,1,0,0,30.0,24.0,8.0,12,0,12,4,1.6666666666666667,51.0
3,2,1.0,3,2,1,1,0,0,3.0,2.0,1.0,12,0,7,2,0.6666666666666666,12.6
7,3,2.0,8,3,1,1,0,0,16.0,6.0,2.0,12,0,13,3,0.42857142857142855,20.700000000000003
9,2,5.0,5,2,1,1,0,0,25.0,10.0,4.0,12,0,9,2,0.2222222222222222,33.6875
9,6,0.0,10,4,0,0,0,0,0.0,0.0,0.0,0,0,14,4,0.6666666666666666,8.52
15,3,0.0,6,3,1,1,0,0,0.0,0.0,0.0,12,0,11,3,0.2,17.61
9,2,2.0,3,1,1,0,0,0,6.0,2.0,2.0,0,0,5,1,0.2222222222222222,6.359999999999999
9,3,0.0,3,1,0,0,0,0,0.0,0.0,0.0,0,0,4,1,0.3333333333333333,2.16
6,4,8.0,6,2,1,0,0,0,36.0,16.0,4.0,0,0,9,2,0.6666666666666666,20.5
6,5,24.0,6,3,1,1,0,0,36.0,24.0,4.0,12,0,11,3,0.8333333333333334,153.2325
2,2,6.0,4,1,1,1,0,0,24.0,6.0,4.0,12,0,7,1,1.0,21.075
4,2,5.0,2,1,0,0,0,0,10.0,5.0,0.0,0,0,3,1,0.5,2.0625
6,4,24.0,5,2,1,1,0,0,30.0,16.0,4.0,12,0,9,2,0.6666666666666666,141.6
2,3,24.0,3,1,1,1,0,0,18.0,8.0,4.0,12,0,6,1,1.5,118.8
1,1,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,1.0,0.12
4,3,5.0,4,2,1,1,0,0,20.0,10.0,4.0,12,0,8,2,0.75,17.375000000000004
6,3,0.0,4,1,0,0,0,0,0.0,0.0,0.0,0,0,5,1,0.5,1.6800000000000002
3,1,4.0,2,1,0,0,0,0,8.0,4.0,0.0,0,0,3,1,0.3333333333333333,1.4400000000000002
4,4,0.0,5,0,0,0,0,0,0.0,0.0,0.0,0,0,5,0,1.0,1.4400000000000002
1,1,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,1.0,0.24
1,9,5.0,3,1,0,1,0,0,15.0,5.0,0.0,12,0,5,1,9.0,18.375
1,4,3.0,5,1,1,1,0,0,15.0,3.0,3.0,12,0,8,1,4.0,21.39
17,6,8.0,10,0,0,1,0,0,60.0,0.0,0.0,12,0,11,0,0.35294117647058826,33.2
7,3,10.0,5,0,0,0,0,0,30.0,0.0,0.0,0,0,5,0,0.42857142857142855,13.75
5,3,5.0,5,1,1,0,0,0,25.0,5.0,4.0,0,0,7,1,0.6,5.6875
4,2,10.0,3,1,0,0,0,0,18.0,8.0,0.0,0,0,4,1,0.5,4.250000000000001
4,2,5.0,4,2,1,0,0,0,20.0,10.0,4.0,0,0,7,2,0.5,6.625
2,1,3.0,2,1,0,0,0,0,6.0,3.0,0.0,0,0,3,1,0.5,1.4400000000000002
3,10,1.0,5,2,1,1,0,0,5.0,2.0,1.0,12,0,9,2,3.3333333333333335,16.35
6,2,14.0,3,3,1,1,0,0,18.0,24.0,4.0,12,0,8,3,0.3333333333333333,64.75
5,3,5.0,5,2,1,1,0,0,25.0,10.0,4.0,12,0,9,2,0.6,16.750000000000004
3,2,4.0,7,2,1,1,0,0,28.0,8.0,4.0,12,0,11,2,0.6666666666666666,32.22
4,3,6.0,4,2,1,0,0,0,24.0,12.0,4.0,0,0,7,2,0.75,7.050000000000001
5,3,6.0,4,1,1,1,0,0,24.0,6.0,4.0,12,0,7,1,0.6,18.975
5,3,8.0,2,1,1,0,0,0,12.0,8.0,4.0,0,0,4,1,0.6,11.6
5,3,24.0,3,1,0,1,0,0,18.0,8.0,0.0,12,0,5,1,0.6,67.65
5,3,0.0,3,0,0,0,0,0,0.0,0.0,0.0,0,0,3,0,0.6,1.32
6,3,8.0,5,2,0,0,0,0,30.0,16.0,0.0,0,0,7,2,0.5,9.1
6,2,0.0,4,1,1,0,0,0,0.0,0.0,0.0,0,0,6,1,0.3333333333333333,6.990000000000001
6,3,8.0,4,0,0,0,0,0,24.0,0.0,0.0,0,0,4,0,0.5,3.05
5,2,6.0,4,0,0,0,0,0,24.0,0.0,0.0,0,0,4,0,0.4,1.575
4,3,3.0,7,4,1,1,0,0,21.0,12.0,3.0,12,0,13,4,0.75,21.12
6,4,4.0,6,3,1,1,0,0,24.0,12.0,4.0,12,0,11,3,0.6666666666666666,23.94
5,3,3.0,6,3,1,1,0,0,18.0,9.0,3.0,12,0,11,3,0.6,23.76
7,3,24.0,8,1,0,0,0,0,48.0,8.0,0.0,0,0,9,1,0.42857142857142855,81.0
3,2,5.0,0,2,1,0,0,0,0.0,10.0,4.0,0,0,3,2,0.6666666666666666,7.156250000000001
3,3,8.0,5,0,1,1,0,0,30.0,0.0,4.0,12,0,7,0,1.0,25.95
1,1,4.0,1,0,0,0,0,0,4.0,0.0,0.0,0,0,1,0,1.0,0.24
6,4,5.0,5,2,1,0,0,0,25.0,10.0,4.0,0,0,8,2,0.6666666666666666,21.0625
5,5,7.0,12,3,1,1,0,0,72.0,21.0,4.0,12,0,17,3,1.0,57.00625000000001
5,24,12.0,15,6,1,1,0,0,90.0,48.0,4.0,12,0,23,6,4.8,130.2
4,2,6.0,5,1,0,0,0,0,30.0,6.0,0.0,0,0,6,1,0.5,6.75
5,5,6.0,8,4,1,0,0,0,48.0,24.0,4.0,0,0,13,4,1.0,26.7
9,4,7.0,9,3,1,1,0,0,54.0,21.0,4.0,12,0,14,3,0.4444444444444444,46.462500000000006
2,5,2.0,7,4,1,1,0,0,14.0,8.0,2.0,12,0,13,4,2.5,24.360000000000003
8,3,5.0,2,3,0,0,0,0,10.0,15.0,0.0,0,0,5,3,0.375,7.96875
1,1,6.0,3,1,1,1,0,0,18.0,6.0,4.0,12,0,6,1,1.0,38.475
1,1,4.0,2,1,0,0,0,0,8.0,4.0,0.0,0,0,3,1,1.0,7.38
16,8,10.0,15,6,4,1,0,0,90.0,48.0,16.0,12,0,26,6,0.5,142.5
6,2,20.0,3,2,1,0,0,0,18.0,16.0,4.0,0,0,6,2,0.3333333333333333,33.875
2,1,4.0,4,1,0,0,0,0,16.0,4.0,0.0,0,0,5,1,0.5,5.760000000000001
10,2,3.0,3,1,1,1,0,0,9.0,3.0,3.0,12,0,6,1,0.2,18.69
5,3,24.0,12,3,1,0,0,0,72.0,24.0,4.0,0,0,16,3,0.6,153.2325
2,2,20.0,2,1,1,1,0,0,12.0,8.0,4.0,12,0,5,1,1.0,88.5
8,2,5.0,4,1,1,1,0,0,20.0,5.0,4.0,12,0,7,1,0.25,16.96875
4,4,14.0,16,6,3,1,1,4,96.0,48.0,12.0,12,4,27,7,1.0,153.2325
5,3,6.0,8,3,2,1,0,0,48.0,18.0,8.0,12,0,14,3,0.6,68.55
4,1,15.0,4,1,1,1,0,0,24.0,8.0,4.0,12,0,7,1,0.25,96.1875
3,1,2.0,4,0,0,0,0,0,8.0,0.0,0.0,0,0,4,0,0.3333333333333333,0.48
28,5,5.0,10,5,0,0,0,0,50.0,25.0,0.0,0,0,15,5,0.17857142857142858,9.5625
13,6,5.0,0,5,1,0,0,0,0.0,25.0,4.0,0,0,6,5,0.46153846153846156,9.625000000000002
18,6,7.0,6,4,1,0,0,0,36.0,28.0,4.0,0,0,11,4,0.3333333333333333,14.91875
7,4,4.0,3,3,1,0,0,0,12.0,12.0,4.0,0,0,7,3,0.5714285714285714,7.2
10,6,4.0,3,3,0,0,0,0,12.0,12.0,0.0,0,0,6,3,0.6,4.5600000000000005
5,5,5.0,3,2,1,0,0,0,15.0,10.0,4.0,0,0,6,2,1.0,5.750000000000001
6,4,3.0,3,2,1,0,0,0,9.0,6.0,3.0,0,0,6,2,0.6666666666666666,4.800000000000001
3,4,4.0,3,2,0,0,0,0,12.0,8.0,0.0,0,0,5,2,1.3333333333333333,3.18
9,5,12.0,18,3,2,1,0,0,108.0,24.0,8.0,12,0,24,3,0.5555555555555556,69.75
1,1,7.0,2,0,0,1,0,0,12.0,0.0,0.0,12,0,3,0,1.0,16.3625
2,2,12.0,1,2,0,0,0,0,6.0,16.0,0.0,0,0,3,2,1.0,28.65
3,4,7.0,7,3,1,1,0,0,42.0,21.0,4.0,12,0,12,3,1.3333333333333333,42.7875
7,4,7.0,9,3,1,0,0,0,54.0,21.0,4.0,0,0,13,3,0.5714285714285714,18.1125
9,3,4.0,5,0,1,0,0,0,20.0,0.0,4.0,0,0,6,0,0.3333333333333333,8.76
3,1,17.0,6,1,1,1,0,0,36.0,8.0,4.0,12,0,9,1,0.3333333333333333,98.49375000000002
4,2,12.0,6,2,0,1,0,0,36.0,16.0,0.0,12,0,9,2,0.5,62.1
2,1,8.0,6,0,1,1,0,0,36.0,0.0,4.0,12,0,8,0,0.5,30.8
1,1,11.0,1,0,0,0,0,0,6.0,0.0,0.0,0,0,1,0,1.0,6.875
1,1,10.0,2,0,0,0,0,0,12.0,0.0,0.0,0,0,2,0,1.0,5.750000000000001
1,6,11.0,2,1,0,0,0,0,12.0,8.0,0.0,0,0,3,1,6.0,7.2875
8,7,11.0,13,4,2,1,0,0,78.0,32.0,8.0,12,0,20,4,0.875,132.54999999999995
9,20,12.0,20,6,3,1,0,0,120.0,48.0,12.0,12,0,30,6,2.2222222222222223,112.575
2,2,9.0,5,1,1,0,0,0,30.0,8.0,4.0,0,0,7,1,1.0,19.63125
4,4,12.0,4,2,1,1,0,0,24.0,16.0,4.0,12,0,8,2,1.0,76.5
1,3,9.0,5,1,1,0,0,0,30.0,8.0,4.0,0,0,7,1,3.0,19.012500000000003
5,9,11.0,6,2,0,0,0,0,36.0,16.0,0.0,0,0,8,2,1.8,25.36875
4,9,9.0,7,2,1,1,0,0,42.0,16.0,4.0,12,0,11,2,2.25,48.0375
1,2,8.0,3,1,0,0,0,0,18.0,8.0,0.0,0,0,4,1,2.0,1.25
2,5,5.0,6,0,0,0,0,0,30.0,0.0,0.0,0,0,6,0,2.5,3.0625
13,5,5.0,12,0,0,0,0,0,60.0,0.0,0.0,0,0,12,0,0.38461538461538464,9.0
9,1,11.0,2,3,3,0,0,0,12.0,24.0,12.0,0,0,8,3,0.1111111111111111,73.21874999999999
6,4,5.0,14,6,2,1,0,0,70.0,30.0,8.0,12,0,23,6,0.6666666666666666,84.0625
2,3,9.0,4,1,1,0,0,0,24.0,8.0,4.0,0,0,6,1,1.5,37.125
10,9,6.0,12,6,3,1,1,4,72.0,36.0,12.0,12,4,23,7,0.9,101.925
12,5,6.0,4,0,0,0,0,0,24.0,0.0,0.0,0,0,4,0,0.4166666666666667,2.25
10,12,3.0,8,4,0,0,0,0,24.0,12.0,0.0,0,0,12,4,1.2,11.61
15,11,6.0,5,0,0,0,0,0,30.0,0.0,0.0,0,0,5,0,0.7333333333333333,1.5
9,5,4.0,13,3,2,0,0,0,52.0,12.0,8.0,0,0,18,3,0.5555555555555556,21.72
11,4,4.0,3,2,0,0,0,0,12.0,8.0,0.0,0,0,5,2,0.36363636363636365,3.24
6,4,13.0,8,3,1,1,1,4,48.0,24.0,4.0,12,4,14,4,0.6666666666666666,153.2325
5,7,10.0,6,0,1,0,0,0,36.0,0.0,4.0,0,0,7,0,1.4,14.875000000000002
5,4,8.0,6,1,1,1,1,4,36.0,8.0,4.0,12,4,10,2,0.8,86.6
3,3,10.0,6,3,1,1,1,4,36.0,24.0,4.0,12,4,12,4,1.0,121.0
3,3,4.0,4,3,1,1,0,0,16.0,12.0,4.0,12,0,9,3,1.0,32.4
9,8,11.0,9,3,1,1,1,4,54.0,24.0,4.0,12,4,15,4,0.8888888888888888,136.95
6,5,4.0,5,1,1,1,1,4,20.0,4.0,4.0,12,4,9,2,0.8333333333333334,51.96000000000001
1,6,6.0,3,1,0,0,0,0,18.0,6.0,0.0,0,0,4,1,6.0,12.825
4,2,6.0,6,1,1,0,0,0,36.0,6.0,4.0,0,0,8,1,0.5,22.6875
8,7,4.0,7,3,1,0,0,0,28.0,12.0,4.0,0,0,11,3,0.875,14.76
5,2,5.0,3,1,1,0,0,0,15.0,5.0,4.0,0,0,5,1,0.4,7.5
7,2,11.0,3,1,0,0,0,0,18.0,8.0,0.0,0,0,4,1,0.2857142857142857,6.7375
4,5,11.0,9,1,1,0,0,0,54.0,8.0,4.0,0,0,11,1,1.25,24.6125
5,2,11.0,3,1,0,0,0,0,18.0,8.0,0.0,0,0,4,1,0.4,11.55
4,2,4.0,6,2,1,0,0,0,24.0,8.0,4.0,0,0,9,2,0.5,16.680000000000003
4,2,5.0,10,3,1,0,0,0,50.0,15.0,4.0,0,0,14,3,0.5,28.031250000000004
6,7,12.0,8,3,1,1,0,0,48.0,24.0,4.0,12,0,13,3,1.1666666666666667,78.3
11,1,12.0,4,4,2,1,0,0,24.0,32.0,8.0,12,0,11,4,0.09090909090909091,88.2
8,4,5.0,6,2,1,1,0,0,30.0,10.0,4.0,12,0,10,2,0.5,26.0625
6,8,6.0,20,3,1,1,0,0,120.0,18.0,4.0,12,0,25,3,1.3333333333333333,57.9
2,1,5.0,3,0,0,0,0,0,15.0,0.0,0.0,0,0,3,0,0.5,0.9375
4,1,7.0,2,0,0,0,0,0,12.0,0.0,0.0,0,0,2,0,0.25,1.05
6,1,5.0,2,1,1,1,0,0,10.0,5.0,4.0,12,0,5,1,0.16666666666666666,23.75
7,3,4.0,4,1,0,0,0,0,16.0,4.0,0.0,0,0,5,1,0.42857142857142855,8.22
5,5,7.0,3,0,1,0,0,0,18.0,0.0,4.0,0,0,4,0,1.0,2.40625
6,4,6.0,4,3,1,1,0,0,24.0,18.0,4.0,12,0,9,3,0.6666666666666666,42.525
45,22,11.0,20,0,0,0,0,0,120.0,0.0,0.0,0,0,20,0,0.4888888888888889,32.725
16,10,4.0,13,2,0,0,0,0,52.0,8.0,0.0,0,0,15,2,0.625,15.6
4,4,10.0,6,0,1,1,0,0,36.0,0.0,4.0,12,0,8,0,1.0,46.75
14,4,7.0,6,1,1,1,0,0,36.0,7.0,4.0,12,0,9,1,0.2857142857142857,25.025
18,9,10.0,9,4,1,0,0,0,54.0,32.0,4.0,0,0,14,4,0.5,29.375
29,9,8.0,10,0,1,0,0,0,60.0,0.0,4.0,0,0,11,0,0.3103448275862069,15.9
16,6,12.0,3,1,0,1,0,0,18.0,8.0,0.0,12,0,5,1,0.375,36.9
28,9,12.0,8,0,0,0,0,0,48.0,0.0,0.0,0,0,8,0,0.32142857142857145,15.15
15,6,4.0,7,0,1,0,0,0,28.0,0.0,4.0,0,0,8,0,0.4,5.940000000000001
8,4,4.0,3,0,0,0,0,0,12.0,0.0,0.0,0,0,3,0,0.5,1.4400000000000002
6,4,4.0,4,0,0,0,0,0,16.0,0.0,0.0,0,0,4,0,0.6666666666666666,3.3600000000000003
14,7,12.0,6,0,1,0,0,0,36.0,0.0,4.0,0,0,7,0,0.5,16.650000000000002
11,5,3.0,2,2,1,0,0,0,6.0,6.0,3.0,0,0,5,2,0.45454545454545453,8.190000000000001
14,4,3.0,5,0,1,0,0,0,15.0,0.0,3.0,0,0,6,0,0.2857142857142857,4.62
10,10,8.0,5,1,1,0,0,0,30.0,8.0,4.0,0,0,7,1,1.0,15.849999999999998
3,10,12.0,20,4,1,1,1,4,120.0,32.0,4.0,12,4,27,5,3.3333333333333335,153.2325
2,6,11.0,12,3,0,1,0,0,72.0,24.0,0.0,12,0,16,3,3.0,57.3375
3,1,9.0,8,2,0,1,0,0,48.0,16.0,0.0,12,0,11,2,0.3333333333333333,47.8125
4,8,7.0,20,6,3,1,1,4,120.0,42.0,12.0,12,4,31,7,2.0,137.33125
2,2,0.0,8,1,0,1,0,0,0.0,0.0,0.0,12,0,10,1,1.0,22.02
6,1,7.0,10,0,1,1,0,0,60.0,0.0,4.0,12,0,12,0,0.16666666666666666,29.925
10,6,3.0,7,2,1,0,0,0,21.0,6.0,3.0,0,0,10,2,0.6,10.5
10,4,12.0,6,1,2,0,0,0,36.0,8.0,8.0,0,0,9,1,0.4,32.25
16,4,4.0,6,0,0,1,0,0,24.0,0.0,0.0,12,0,7,0,0.25,18.0
16,7,6.0,6,1,0,0,0,0,36.0,6.0,0.0,0,0,7,1,0.4375,12.5625
17,12,4.0,10,0,0,0,0,0,40.0,0.0,0.0,0,0,10,0,0.7058823529411765,6.66
8,5,3.0,5,1,0,0,0,0,15.0,3.0,0.0,0,0,6,1,0.625,5.040000000000001
25,5,6.0,3,0,1,0,0,0,18.0,0.0,4.0,0,0,4,0,0.2,2.7
28,10,6.0,8,1,1,1,0,0,48.0,6.0,4.0,12,0,11,1,0.35714285714285715,30.75
15,6,8.0,12,1,2,0,0,0,72.0,8.0,8.0,0,0,15,1,0.4,29.3
19,7,6.0,5,2,0,0,0,0,30.0,12.0,0.0,0,0,7,2,0.3684210526315789,16.05
8,4,2.0,4,0,0,0,0,0,8.0,0.0,0.0,0,0,4,0,0.5,0.48
16,18,6.0,18,0,2,0,0,0,108.0,0.0,8.0,0,0,20,0,1.125,22.35
5,4,2.0,4,0,0,0,0,0,8.0,0.0,0.0,0,0,4,0,0.8,1.32
18,6,12.0,15,2,3,1,0,0,90.0,16.0,12.0,12,0,21,2,0.3333333333333333,111.15
45,10,10.0,10,2,3,0,0,0,60.0,16.0,12.0,0,0,15,2,0.2222222222222222,46.5
18,16,7.0,19,8,4,1,0,0,114.0,56.0,16.0,12,0,32,8,0.8888888888888888,107.8
15,5,6.0,3,1,1,0,0,0,18.0,6.0,4.0,0,0,5,1,0.3333333333333333,7.5
4,2,3.0,3,1,1,0,0,0,9.0,3.0,3.0,0,0,5,1,0.5,6.0
4,2,4.0,3,2,1,1,0,0,12.0,8.0,4.0,12,0,7,2,0.5,24.480000000000004
3,2,8.0,4,2,1,1,0,0,24.0,16.0,4.0,12,0,8,2,0.6666666666666666,41.3
2,2,5.0,3,1,1,1,0,0,15.0,5.0,4.0,12,0,6,1,1.0,20.25
3,4,8.0,5,1,0,1,0,0,30.0,8.0,0.0,12,0,7,1,1.3333333333333333,29.9
6,4,5.0,4,1,1,0,0,0,20.0,5.0,4.0,0,0,6,1,0.6666666666666666,4.40625
3,1,5.0,1,0,1,0,0,0,5.0,0.0,4.0,0,0,2,0,0.3333333333333333,6.1875
4,2,7.0,1,2,1,0,0,0,6.0,14.0,4.0,0,0,4,2,0.5,17.325
7,5,8.0,7,4,1,1,0,0,42.0,32.0,4.0,12,0,13,4,0.7142857142857143,26.4
5,6,12.0,12,5,2,1,1,4,72.0,40.0,8.0,12,4,21,6,1.2,153.2325
2,4,11.0,11,1,1,1,0,0,66.0,8.0,4.0,12,0,14,1,2.0,52.8
2,3,8.0,10,1,1,1,0,0,60.0,8.0,4.0,12,0,13,1,1.5,46.0
13,5,6.0,8,0,1,0,0,0,48.0,0.0,4.0,0,0,9,0,0.38461538461538464,11.7
3,2,6.0,4,3,1,1,0,0,24.0,18.0,4.0,12,0,9,3,0.6666666666666666,30.9
2,3,6.0,8,4,2,1,0,0,48.0,24.0,8.0,12,0,15,4,1.5,41.10000000000001
4,5,6.0,15,5,1,1,0,0,90.0,30.0,4.0,12,0,22,5,1.25,46.0125
11,2,6.0,7,3,1,1,0,0,42.0,18.0,4.0,12,0,12,3,0.18181818181818182,44.55
13,8,4.0,10,0,1,0,0,0,40.0,0.0,4.0,0,0,11,0,0.6153846153846154,8.16
8,4,3.0,5,0,0,0,0,0,15.0,0.0,0.0,0,0,5,0,0.5,2.52
4,3,4.0,3,0,0,0,0,0,12.0,0.0,0.0,0,0,3,0,0.75,1.3200000000000005
3,3,2.0,3,0,0,0,0,0,6.0,0.0,0.0,0,0,3,0,1.0,1.6800000000000002
7,3,5.0,2,1,1,0,0,0,10.0,5.0,4.0,0,0,4,1,0.42857142857142855,8.875
2,2,6.0,3,0,0,0,0,0,18.0,0.0,0.0,0,0,3,0,1.0,4.8375
23,2,6.0,5,2,1,0,0,0,30.0,12.0,4.0,0,0,8,2,0.08695652173913043,17.1
4,2,2.0,3,0,0,0,0,0,6.0,0.0,0.0,0,0,3,0,0.5,0.8100000000000002
7,7,4.0,10,7,1,0,0,0,40.0,28.0,4.0,0,0,18,7,1.0,22.950000000000003
3,3,6.0,4,2,0,0,0,0,24.0,12.0,0.0,0,0,6,2,1.0,7.65
2,4,6.0,4,0,0,0,0,0,24.0,0.0,0.0,0,0,4,0,2.0,2.7
6,2,4.0,4,1,1,0,0,0,16.0,4.0,4.0,0,0,6,1,0.3333333333333333,7.38
10,4,5.0,5,2,0,1,0,0,25.0,10.0,0.0,12,0,8,2,0.4,19.125000000000004
12,3,4.0,3,0,1,0,0,0,12.0,0.0,4.0,0,0,4,0,0.25,3.48
8,6,24.0,4,0,2,0,0,0,24.0,0.0,8.0,0,0,6,0,0.75,68.4
25,5,0.0,6,0,0,0,0,0,0.0,0.0,0.0,0,0,6,0,0.2,3.3600000000000003
15,6,0.0,6,0,0,0,0,0,0.0,0.0,0.0,0,0,6,0,0.4,3.3000000000000003
8,4,0.0,4,0,0,0,0,0,0.0,0.0,0.0,0,0,4,0,0.5,2.1
8,6,0.0,6,0,0,0,0,0,0.0,0.0,0.0,0,0,6,0,0.75,2.8800000000000003
2,2,0.0,3,2,0,0,0,0,0.0,0.0,0.0,0,0,5,2,1.0,13.98
12,6,0.0,6,0,0,0,0,0,0.0,0.0,0.0,0,0,6,0,0.5,3.12
6,5,4.0,7,2,1,0,0,0,28.0,8.0,4.0,0,0,10,2,0.8333333333333334,12.3
55,30,7.0,20,20,10,1,0,0,120.0,140.0,40.0,12,0,51,20,0.5454545454545454,104.825
8,7,7.0,14,0,1,1,0,0,84.0,0.0,4.0,12,0,16,0,0.875,32.900000000000006
14,9,4.0,4,2,0,0,0,0,16.0,8.0,0.0,0,0,6,2,0.6428571428571429,6.030000000000001
20,10,8.0,13,2,3,1,0,0,78.0,16.0,12.0,12,0,19,2,0.5,43.5
22,6,8.0,7,0,0,0,0,0,42.0,0.0,0.0,0,0,7,0,0.2727272727272727,3.65
13,5,8.0,6,0,0,0,0,0,36.0,0.0,0.0,0,0,6,0,0.38461538461538464,3.75
3,4,2.0,5,1,0,0,0,0,10.0,2.0,0.0,0,0,6,1,1.3333333333333333,4.5
7,8,2.0,8,5,1,0,0,0,16.0,10.0,2.0,0,0,14,5,1.1428571428571428,32.79
12,4,2.0,8,0,0,0,0,0,16.0,0.0,0.0,0,0,8,0,0.3333333333333333,2.8800000000000003
5,4,2.0,6,4,1,0,0,0,12.0,8.0,2.0,0,0,11,4,0.8,29.700000000000003
6,3,2.0,6,0,0,0,0,0,12.0,0.0,0.0,0,0,6,0,0.5,2.16
5,5,2.0,10,3,1,1,0,0,20.0,6.0,2.0,12,0,15,3,1.0,32.82
8,6,4.0,12,4,2,0,0,0,48.0,16.0,8.0,0,0,18,4,0.75,34.59
6,3,4.0,1,2,1,1,0,0,4.0,8.0,4.0,12,0,5,2,0.5,33.12
2,7,3.0,1,3,0,0,0,0,3.0,9.0,0.0,0,0,4,3,3.5,3.69
8,4,8.0,10,3,1,1,0,0,60.0,24.0,4.0,12,0,15,3,0.5,42.89999999999999
8,4,3.0,8,2,1,0,0,0,24.0,6.0,3.0,0,0,11,2,0.5,4.98
11,6,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.5454545454545454,1.2000000000000002
3,3,4.0,2,1,0,0,0,0,8.0,4.0,0.0,0,0,3,1,1.0,6.36
11,10,4.0,7,5,0,0,0,0,28.0,20.0,0.0,0,0,12,5,0.9090909090909091,23.16
12,11,10.0,11,4,0,1,0,0,66.0,32.0,0.0,12,0,16,4,0.9166666666666666,69.375
8,4,10.0,4,1,0,0,0,0,24.0,8.0,0.0,0,0,5,1,0.5,9.5
4,3,6.0,2,0,0,0,0,0,12.0,0.0,0.0,0,0,2,0,0.75,1.05
9,6,7.0,6,0,0,0,0,0,36.0,0.0,0.0,0,0,6,0,0.6666666666666666,5.25
7,6,10.0,5,0,0,0,0,0,30.0,0.0,0.0,0,0,5,0,0.8571428571428571,5.0
6,7,3.0,4,0,0,0,0,0,12.0,0.0,0.0,0,0,4,0,1.1666666666666667,1.6800000000000002
19,10,4.0,9,2,0,0,0,0,36.0,8.0,0.0,0,0,11,2,0.5263157894736842,10.62
25,7,4.0,9,0,0,0,0,0,36.0,0.0,0.0,0,0,9,0,0.28,3.78
10,6,4.0,6,0,0,0,0,0,24.0,0.0,0.0,0,0,6,0,0.6,3.24
5,6,10.0,5,0,0,0,0,0,30.0,0.0,0.0,0,0,5,0,1.2,3.125
3,2,5.0,5,4,1,1,0,0,25.0,20.0,4.0,12,0,11,4,0.6666666666666666,31.312500000000004
7,5,4.0,5,6,2,1,0,0,20.0,24.0,8.0,12,0,14,6,0.7142857142857143,40.92
2,2,5.0,5,3,1,1,0,0,25.0,15.0,4.0,12,0,10,3,1.0,29.9375
10,3,4.0,4,3,0,0,0,0,16.0,12.0,0.0,0,0,7,3,0.3,9.33
5,4,20.0,7,1,1,1,0,0,42.0,8.0,4.0,12,0,10,1,0.8,105.5
11,7,8.0,10,2,1,0,0,0,60.0,16.0,4.0,0,0,13,2,0.6363636363636364,45.29999999999999
7,4,4.0,7,2,1,1,0,0,28.0,8.0,4.0,12,0,11,2,0.5714285714285714,14.4
16,8,5.0,8,0,0,0,0,0,40.0,0.0,0.0,0,0,8,0,0.5,3.0
10,4,2.0,6,0,0,0,0,0,12.0,0.0,0.0,0,0,6,0,0.4,0.8400000000000001
4,4,5.0,5,2,0,1,0,0,25.0,10.0,0.0,12,0,8,2,1.0,24.53125
4,5,10.0,8,3,1,1,0,0,48.0,24.0,4.0,12,0,13,3,1.25,71.875
